attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,time,m_2300,session_id,blinkType
25,87,622967,647139,101721,69038,55831,26272,10310,87469,172,74.475351297319,0,51,1
12,96,1174255,1992321,38564,63240,33139,162465,43633,27796,180,76.96655674607945,0,51,1
67,44,505440,26343,151801,104242,32590,43662,14098,91643,74,78.39135447460896,0,51,1
82,37,1963357,1082424,133558,46579,20673,130055,53870,40942,244,80.64951256900959,0,51,1
41,19,951007,470517,56502,163923,145991,162613,83812,48953,175,82.66487007832204,0,51,1
72,51,1889209,370578,111684,14891,29820,196396,13810,7698,103,83.52330756410312,0,51,2
49,48,1645050,327983,12058,114237,24376,48847,46601,60479,123,85.99255446689388,0,51,1
96,65,1788308,736828,183365,25269,9957,166886,40698,83817,137,87.69820595999678,0,51,1
80,93,433247,366789,66895,64226,35815,120904,45981,44467,184,88.86001254130426,0,51,1
47,89,1591467,1091020,53912,124523,189213,15570,75746,29879,248,91.06967183802065,0,51,1
82,58,1253802,1194652,136252,28783,128837,196458,25428,48041,206,91.77471346539258,0,51,2
54,66,1046660,852272,35224,6905,182686,45995,69868,48538,107,92.525656246528,0,51,1
26,27,1259603,1916995,142883,57305,122396,106337,34096,62847,96,93.12033577072378,0,51,2
62,55,1570378,506571,159447,48414,175385,22384,18190,34225,200,93.82818486520668,0,51,1
28,94,1596549,574870,21404,113676,53044,58206,50425,3488,168,94.05003251020968,0,51,2
19,12,379246,1653639,166832,193090,111488,48290,72529,41578,188,94.45781556499978,0,51,2
70,35,789604,604734,166614,129327,133335,143023,78631,80909,125,96.70445239469204,0,51,1
3,31,1142847,1293981,85051,75397,188905,172456,87049,43797,121,96.90830033359009,0,51,2
27,57,641331,748458,115566,131436,142339,60988,86637,28153,110,98.92412744908,0,51,1
59,67,591276,67742,120444,186621,187956,89186,76778,58515,138,99.60323507456224,0,51,2
62,31,1745454,427659,51972,89010,4201,53197,27089,30309,105,101.69774682391159,0,51,1
34,95,1680553,1921739,40465,64393,134833,136654,98696,50735,69,102.19001063693058,0,51,2
30,1,950342,14142,111386,105377,43063,125258,83545,60795,236,102.8648152598532,0,51,1
71,97,608657,501044,117016,168397,67231,39446,20128,14349,154,103.27812185926716,0,51,2
81,32,1324228,1531699,130001,188673,135720,119360,50026,56667,73,105.15547027000451,0,51,1
83,59,1875130,133552,137427,141719,8270,129998,48930,8406,74,106.76192587061891,0,51,1
10,65,443592,458793,136151,103005,62152,181846,23506,75534,162,107.05918367324493,0,51,2
82,95,1783751,1144613,69744,3115,96866,96725,44247,93259,103,107.55580825585996,0,51,2
79,59,1237403,1840667,178074,97760,139229,9165,93205,2259,205,107.87707469645746,0,51,1
60,76,574403,710431,150405,57015,195442,9479,17851,47354,109,110.35154501984466,0,51,1
6,1,1745703,1834330,14446,120331,74191,122403,79368,73059,220,112.41574036080591,0,51,1
74,80,1532521,254359,67362,173463,44712,179927,66054,84301,126,113.54454724637179,0,51,1
45,9,1786555,894426,110393,16988,128963,19308,75361,15124,144,114.25804411442886,0,51,2
15,1,409039,557653,59878,19711,111604,105795,64377,7881,138,115.01753281039247,0,51,1
74,23,607058,804219,129560,157948,133557,128968,14681,65978,107,116.64734801382428,0,51,1
1,63,964844,1399896,3644,134294,98549,164881,44006,52588,155,118.7030556963949,0,51,1
51,21,939613,834500,180067,192372,103440,184753,24407,17211,247,118.79008449383511,0,51,2
17,51,971235,1779550,10878,15180,29626,193402,87234,11600,224,121.0239256704036,0,51,1
94,43,1355700,1883465,91326,179763,3737,88816,27236,78542,107,121.3962248187618,0,51,2
91,64,785500,1158791,64963,17347,99768,106501,25134,7797,200,123.3042499896846,0,51,1
65,57,1222864,1267677,128255,10070,133383,103081,63738,2045,158,124.13262312507813,0,51,2
1,72,553604,271290,88079,13056,84727,123334,71343,95495,232,124.79564361219657,0,51,1
31,52,132756,761884,142466,116257,14863,159976,49453,74499,202,126.12399625175077,0,51,1
84,98,1535275,1949556,99077,191569,189343,198527,61890,75652,244,126.50059528642605,0,51,2
47,19,894283,795542,192978,2627,83377,137010,72594,77066,132,128.98541210099128,0,51,1
9,66,496951,981029,182949,63829,195884,34588,99904,23926,217,129.43891509207543,0,51,2
56,32,291516,446826,24291,115667,50550,40457,71948,43899,201,130.94495946383933,0,51,1
65,48,1437139,1460230,110863,25004,48513,81022,96682,74997,175,131.8371813571789,0,51,2
1,28,1708103,409269,103128,193780,78020,3005,8784,58462,88,132.39424757481834,0,51,1
75,59,314478,1506155,172164,140828,159101,90917,85099,78021,134,133.59843717940325,0,51,1
100,12,632429,1280574,90040,166901,72840,5313,62552,45868,255,134.08490870509837,0,51,2
20,85,751478,726988,122935,24265,156990,60991,87024,66807,146,135.41473784927985,0,51,1
51,44,1030317,1473221,89818,96332,193039,5367,73742,78316,232,136.69090371691524,0,51,1
53,22,910016,1238719,115250,108627,38834,137508,47141,56320,248,138.6239221408512,0,51,1
70,4,411290,531073,41176,119142,169432,15495,20679,24356,187,140.51483076410398,0,51,1
0,35,1519530,708519,131629,52639,131344,84998,63149,38220,133,141.98099265216973,0,51,1
50,25,1194766,76086,168290,61068,54094,81892,11146,47474,176,142.71681419115555,0,51,2
94,82,681760,1372854,78456,150860,182716,27645,5385,57088,127,143.2059818692569,0,51,1
41,73,1802028,189792,87819,55175,150061,21075,71660,93374,63,143.77326549930575,0,51,2
24,100,1809896,776711,96650,62219,188524,198954,28251,20507,191,145.18632995108575,0,51,1
17,17,1328582,459471,46760,89956,176599,13453,40770,3101,111,145.59784742068592,0,51,2
65,54,1368465,140397,196307,73176,190431,10317,30618,21050,110,146.66320452788315,0,51,1
92,79,1385670,516211,101637,136912,49567,10904,64349,3250,68,148.3728579361434,0,51,1
10,83,993856,20840,70529,157490,172389,83050,55919,17712,163,148.95400226740534,0,51,2
67,31,143405,891213,179728,73289,108380,14284,11618,84521,202,151.2192860625269,0,51,1
81,70,1937735,1420839,191699,91998,12621,124367,25524,15851,118,151.50956091887295,0,51,2
90,55,1837367,1413211,160781,113157,54948,156940,5512,30532,218,152.33705837743253,0,51,1
7,31,469974,1727361,37701,142852,165501,13157,69349,78443,78,154.49449681992996,0,51,1
3,61,547017,1695199,189683,186769,151431,112977,48873,62530,62,154.74112642946682,0,51,2
30,50,1054298,1862091,148600,9603,96187,71069,54845,97266,201,155.95437243967422,0,51,1
64,26,1854895,1406800,149238,45311,117024,86084,9144,63223,155,156.42049131234938,0,51,2
91,29,528575,37938,81553,185703,126618,179548,33742,74879,142,156.5400078604207,0,51,2
56,30,1720471,1382369,67274,67271,180601,178331,48115,80085,161,157.72071697420736,0,51,1
98,0,507839,86390,95454,28345,173287,145079,79939,19779,173,158.14493917307857,0,51,2
69,96,1261395,1926922,50069,195028,70209,116297,18669,34846,215,158.4818113851828,0,51,2
56,91,1097155,299009,134488,18634,7737,163720,88476,37449,194,159.77152791426792,0,51,1
94,59,1996089,1573369,33017,78943,162473,104626,67587,21680,155,160.69130491636636,0,51,2
54,99,303004,1306934,106441,28846,2929,4170,85574,49981,124,161.25257452698946,0,51,1
78,65,1113648,791477,179455,72160,168548,101970,89856,3794,95,161.37846097324686,0,51,2
28,29,1542771,350098,98583,142872,106073,61330,66863,89204,120,162.172762590892,0,51,2
100,4,811954,393350,154829,53725,194133,21903,84793,96333,188,163.63079209260934,0,51,1
98,0,1198262,801868,170703,150673,150289,40574,27991,63404,66,165.45391585997635,0,51,1
69,84,24963,1170246,132001,9902,198430,32379,32534,34335,90,165.58110237160918,0,51,2
26,68,103643,1205641,23085,21164,190370,182315,47392,9843,218,165.97804446681377,0,51,2
23,56,773981,1039370,86480,25603,175969,115008,35631,90753,168,167.11923282481598,0,51,1
63,76,1423818,612967,181460,113092,104878,190851,1580,96894,223,168.52572791598024,0,51,1
64,1,879285,233531,3940,20688,104638,126722,2059,39374,114,170.8714537885409,0,51,1
61,28,1586561,1026662,58625,139102,145157,31573,16164,85038,66,171.14787438755823,0,51,2
50,54,1957479,540880,20403,182853,181913,87123,82169,26433,246,171.7685374453218,0,51,2
82,18,1026268,1408209,73160,32297,142947,97043,47332,7916,240,173.58014274193263,0,51,1
31,85,445729,857020,61315,79545,164154,85501,95083,3915,160,174.49427843818415,0,51,2
20,16,1530660,115720,83661,199513,140608,83360,67891,42057,88,175.55272800969615,0,51,1
26,3,397857,402088,42545,184496,128894,26473,61602,21938,112,176.06870763694138,0,51,2
54,42,1835412,1499574,49863,187014,43796,184649,17889,7557,221,176.13769768033185,0,51,2
88,80,318192,422506,49325,12723,56698,72221,30326,61151,159,176.27986255836385,0,51,2
17,99,1432399,523478,140992,114222,157132,77070,5317,16469,233,177.04936845503127,0,51,1
65,43,492404,1084050,87746,97089,30999,3366,63830,47756,241,178.76016232409555,0,51,1
90,87,118286,1238057,71931,176433,43785,161175,69362,13915,202,181.22040281586249,0,51,1
96,49,133085,1301503,58040,52619,193123,17383,60699,65154,241,181.29466837457113,0,51,2
29,73,1855783,421618,180889,121276,172912,57512,37111,97842,138,181.88036501846454,0,51,2
56,14,463235,1756148,60745,146228,98543,54303,77753,59995,244,183.28617918593375,0,51,1
33,9,452910,439893,99666,170407,133248,4981,19742,30995,61,185.71434735697676,0,51,1
20,71,1216086,690011,134191,179641,135372,164453,18033,40337,253,186.13380911072406,0,51,2
94,94,1015883,1128539,85712,197046,57684,149678,18849,12777,120,188.5245789972995,0,51,1
41,12,1723265,203727,54640,154006,126960,163862,88659,43578,163,190.07549330793356,0,51,1
64,41,1527434,1103066,22959,126169,112494,112576,47111,36606,188,192.25883045220107,0,51,1
43,90,105450,349277,102838,62205,16978,104592,28219,87135,61,193.73971104526066,0,51,1
32,92,1806942,1514249,151516,137565,58776,39299,57327,58175,150,193.93388055236184,0,51,2
38,81,925658,1546401,48278,107411,4100,47902,28347,7952,229,196.01439002683725,0,51,1
28,54,1092312,1924857,30352,17966,114756,171191,95007,58248,232,197.91090987065243,0,51,1
8,58,1555302,603701,26519,72284,5821,51747,56392,92171,227,198.61111043085995,0,51,2
22,77,613277,1183008,153502,179775,108147,171665,10359,71562,75,199.32560155978717,0,51,1
87,62,1187171,924430,104081,124001,108498,161287,56264,24667,193,199.76940859964424,0,51,2
35,13,787676,1340194,110202,147885,126140,87211,95723,80334,107,201.82665054845245,0,51,1
0,34,746335,1006047,30896,115082,126580,63149,82861,11749,107,201.8796987945318,0,51,2
56,53,310110,1486410,2899,150855,154569,187336,41877,38798,67,203.40641353532328,0,51,1
93,71,1674226,1827948,131474,91851,19545,162689,19390,40181,204,204.9947516663767,0,51,1
60,9,1308731,354100,168895,15113,145508,79340,71764,85576,175,205.63727322598066,0,51,2
54,21,1018473,465081,197481,135266,95667,41046,80295,94052,142,207.52081989917252,0,51,1
92,84,497059,453657,81825,88912,50179,136921,30455,48659,181,208.773413262477,0,51,1
79,2,1095660,920277,62754,65883,34854,21463,28981,92431,188,209.99624577894664,0,51,1
86,50,1518003,288587,6100,15200,19495,13816,92923,85016,75,210.21521020157513,0,51,2
41,59,71165,1642450,167747,135720,10998,157650,6015,83574,253,212.46258187132702,0,51,1
15,54,1050517,774233,141814,196231,105239,105008,59303,30790,214,214.92707875747755,0,51,1
79,58,1127083,284914,79201,13216,30571,194505,78139,17044,81,216.82781549740528,0,51,1
89,94,390436,1017326,21008,67213,183084,30582,92374,89420,193,216.88573535053555,0,51,2
74,93,893173,1257935,163187,184939,146177,146971,48312,74775,93,218.17976500308714,0,51,1
40,17,68055,223553,157337,109053,44922,106111,73408,82958,214,218.7520390663348,0,51,2
32,34,874115,338003,198139,142175,95883,72872,4028,66606,148,219.80573593434502,0,51,1
59,69,264447,1197396,5043,187205,189814,34186,65733,21072,216,220.50423895479895,0,51,2
8,12,1771541,1308020,11521,124398,160897,193380,57963,8058,87,222.18922933877423,0,51,1
80,80,823183,146129,67806,92473,109527,196520,13037,38901,239,222.49646957929963,0,51,2
60,87,993160,1294061,42903,4632,78768,143437,53397,46780,215,223.64767697882704,0,51,1
69,72,466275,756017,17781,61891,106852,33640,96442,33763,90,224.1223269365895,0,51,2
80,64,1709952,483166,8300,42317,17489,50108,77909,11232,218,224.82082450640766,0,51,1
9,43,1908354,1942591,86118,113251,118363,23245,13664,11378,218,225.43940580366737,0,51,2
81,93,1049181,594568,158623,16390,39238,127670,49594,38748,85,227.3263655909744,0,51,1
70,4,1979965,1250069,126321,113127,16155,38996,18341,30431,254,227.90404468920138,0,51,2
24,9,348149,617522,63864,22584,190688,113544,61981,66494,154,228.64979999056493,0,51,1
78,11,920333,110551,138779,152096,39976,188193,51470,6955,104,229.767075235956,0,51,1
0,24,1427796,1319140,152333,128446,63770,85179,49083,98674,199,230.24589256985792,0,51,2
36,99,376855,1142430,27794,108863,75601,58705,10168,5679,251,230.33902346447624,0,51,2
52,15,281600,904295,159431,81325,149233,74319,47194,50455,181,230.98716939936855,0,51,1
60,20,1745649,1977894,161929,48617,173760,21892,12881,75082,250,232.81996843686733,0,51,1
5,91,1704077,621347,184675,161508,2690,20789,63021,76231,132,233.39541962709308,0,51,2
6,81,1507577,1009635,165630,137576,166141,188810,25644,67916,183,233.69811287476662,0,51,2
35,30,758752,1640545,186835,115539,192629,132204,54943,64432,238,236.01580008350564,0,51,1
87,39,292249,93850,191095,6264,197003,195437,6405,55546,240,236.82888087467825,0,51,2
3,80,752815,1852211,16239,162581,164523,139085,84661,12174,94,238.06465336001196,0,51,1
80,25,1156705,1291688,118645,146737,24312,151686,39152,86741,242,238.74646533584948,0,51,2
34,60,528410,40647,53309,105908,45451,164522,90810,18474,157,241.02396573351103,0,51,1
98,72,416746,233991,89107,59984,93081,12024,40215,60297,61,243.23975717822907,0,51,1
44,73,363380,911274,55363,4626,184727,158711,98525,99980,62,245.08433347328744,0,51,1
96,78,1487043,771702,58728,32366,141151,189919,72578,86636,251,245.40116988441096,0,51,2
93,14,1487921,689533,46126,2713,159761,189793,88966,75166,121,246.74705261055038,0,51,1
74,64,396692,736363,160031,148785,50859,43284,26264,99150,79,247.506799369578,0,51,2
46,24,1174155,1559791,190625,136234,31635,117148,86584,75170,153,249.4253377192985,0,51,1
90,2,516259,956504,193779,153137,176971,55163,89604,67638,149,251.8075540400649,0,51,1
72,12,1141480,1801582,70910,33525,180562,85230,79329,98800,130,253.7309826950507,0,51,1
62,34,1558244,1288046,170269,179309,134390,183970,34065,40567,74,254.02822378292387,0,51,2
96,58,1830673,119389,161955,82722,85295,94963,62068,84049,126,254.52255762511908,0,51,2
52,35,1899852,1765402,120326,27388,66734,96570,29257,70851,199,254.7871933605903,0,51,1
42,58,181491,728167,4245,6046,44205,185217,24405,7244,173,255.34280097579065,0,51,2
85,73,1243891,1057746,143104,133987,147475,2708,37494,28254,123,255.9157687626016,0,51,1
52,1,643952,614978,43756,118078,188252,175534,58455,85583,243,256.55285572125854,0,51,2
57,68,833360,1886691,176482,104789,70219,49155,96756,8698,138,257.4537712609573,0,51,1
20,60,308122,1688571,189318,170011,144386,198401,42089,45513,208,257.84035440089093,0,51,2
64,60,1128513,353100,126291,148729,58245,131978,93861,99953,137,260.28126069138915,0,51,1
100,57,836324,1585602,125734,170489,127623,72300,50634,9105,199,262.4623289394137,0,51,1
1,72,663324,1243566,14775,161772,129156,111197,40398,21663,129,263.2037889260922,0,51,2
63,59,1750709,44735,119043,177460,108553,181176,10095,34878,156,263.44835915798683,0,51,2
43,94,1230464,1620509,184684,88965,66832,55854,80601,27079,145,264.10629106973363,0,51,1
31,29,745108,641225,146969,42299,50862,196812,87287,38110,95,265.3190650592988,0,51,1
17,56,433932,1741916,68555,8462,8707,87394,51985,24751,141,265.71876011080843,0,51,2
13,93,321484,1935143,181901,58113,52180,2359,15810,33967,122,266.44092951484214,0,51,1
12,56,198367,1311115,127444,172546,182699,2246,34222,82622,245,267.81091801983405,0,51,1
44,85,667965,440064,157346,13360,183821,78615,42405,52318,123,269.384146713149,0,51,1
68,79,130329,502720,34969,154431,35790,184086,82069,6433,194,270.84065129824546,0,51,1
3,9,1862445,1185377,164089,15531,181529,60339,12763,59605,80,271.25846902110567,0,51,2
81,84,1362075,1234125,133359,49705,182916,183157,27683,46485,217,271.35362632258574,0,51,2
59,10,396008,1571404,53937,124196,109571,60340,68824,25711,71,271.7811258686872,0,51,2
100,96,1879330,1149009,191593,175282,94061,149325,68431,10432,152,272.33858019409683,0,51,1
87,40,1115124,1934983,108256,186325,115228,17293,62161,40516,241,274.15575005375166,0,51,1
46,36,130313,1005707,78390,86001,155930,146709,12521,10506,122,275.9301359421183,0,51,1
47,5,1721880,1644765,93381,149658,1893,1138,57607,33188,71,276.8452059817226,0,51,2
88,48,1999808,585984,176568,119415,146645,85656,36691,9391,114,277.2424669741815,0,51,1
82,81,209296,1463088,170863,167145,19793,156658,19941,43966,111,278.12426750482706,0,51,2
72,62,227884,1690166,193574,84343,155312,119166,22538,50067,189,278.5097680726236,0,51,1
51,58,1525503,1517320,94514,163597,196940,69464,64053,64568,147,279.4180312309493,0,51,2
83,89,196784,711058,95688,90128,93571,170626,80993,2781,235,281.73967568744865,0,51,1
79,0,1451672,475995,178237,68050,16294,142251,55414,56643,97,282.80049726927695,0,51,1
36,25,615561,1657386,98261,129676,46930,164720,54183,63762,72,284.18612199238254,0,51,1
61,86,1328300,337448,137884,107664,196631,32016,88709,83672,115,284.2371699447175,0,51,2
20,30,1958417,1890914,161817,132415,72465,17469,99416,15017,85,286.60009752759515,0,51,1
89,49,1685731,1708375,12488,173603,155954,138257,44640,26628,129,288.8642884755638,0,51,1
14,46,1285385,487716,109468,185588,186249,160908,25797,17070,123,289.72769960307187,0,51,2
42,43,897996,188273,95310,121865,63134,177803,50491,6905,137,291.70957838494473,0,51,1
45,92,1386086,1541437,118410,94418,168958,133458,21358,62892,251,292.15132231320104,0,51,2
12,85,1955616,635346,6991,23519,69227,68752,26204,87933,236,292.9679734206451,0,51,1
72,95,478915,1398512,126995,81642,108607,144727,41837,40981,250,294.7066438485713,0,51,1
46,94,1831600,1713835,89333,157789,198815,40217,43647,77628,180,296.491787594527,0,51,1
28,86,1493123,1920053,87345,48318,63178,144892,89736,74059,94,297.41057035615876,0,51,2
10,38,1623968,1458667,87301,179455,170716,140105,94353,72563,203,297.8193655799138,0,51,1
34,12,1065219,1292315,148060,60446,60105,133114,5407,18016,143,300.2751581179752,0,51,1
82,39,1628610,1291861,191036,132689,161555,148979,63252,40793,224,302.04394070821274,0,51,1
31,70,168388,1242444,104591,50836,151697,177535,77546,78273,138,303.52622474770004,0,51,1
100,55,1475997,765299,121917,162302,41992,97515,58467,52032,63,303.7070049595186,0,51,2
35,51,1881942,211738,31653,77733,90879,123368,24750,90972,75,303.98299420075614,0,51,2
69,46,696449,619429,78811,92099,3579,73678,46683,98843,164,304.51122285491454,0,51,2
16,24,475723,731527,24189,56206,110625,131328,16306,10732,213,305.7628811112213,0,51,1
59,46,1409331,406345,189444,115966,111072,23746,97544,62133,250,307.3264036709801,0,51,1
41,71,593179,175630,169105,14373,154078,164338,56022,88941,232,308.2591722567817,0,51,2
49,99,103460,351786,86255,91340,104040,93923,73099,94045,162,309.1256435342332,0,51,1
11,50,498114,127183,189601,137532,22286,12529,66783,33463,170,311.57301290170494,0,51,1
37,45,1600865,449939,194553,184776,194159,54749,50099,28636,85,313.24452537535103,0,51,1
86,85,1332735,662321,171285,199688,71915,195218,96253,67086,88,314.59583032481373,0,51,1
72,82,905552,1745306,122938,75547,107056,33997,55150,18001,145,316.2156583936859,0,51,1
21,42,786100,564371,182404,89613,48990,141159,26833,56886,174,316.85265793848805,0,51,2
59,22,1550211,442263,50025,16725,89795,173297,6200,84148,188,318.46800955060934,0,51,1
38,71,1781465,832574,11312,96821,88148,177154,37335,49873,230,320.0057188957954,0,51,1
42,21,1701013,854362,137602,70713,105879,67194,49427,40149,230,322.4781439481868,0,51,1
95,96,402614,915548,186847,50552,55947,85034,42670,5010,203,324.8425822461585,0,51,1
15,88,1201861,710032,49622,61230,86083,45061,95831,99524,223,325.64609243486336,0,51,2
61,77,689631,250765,22678,62832,69563,192315,79582,76765,107,328.0608028939779,0,51,1
62,66,1800560,953657,193047,82576,168491,61350,83845,85640,145,329.50091502206647,0,51,1
67,12,693682,788270,187262,56958,52738,181235,67416,22587,128,331.0533532144226,0,51,1
35,10,355611,787038,53621,149758,19049,68544,83106,91301,134,331.4842810475565,0,51,2
12,80,837009,1771500,112967,129228,194258,4383,44381,18877,204,333.2180297376672,0,51,1
2,77,1188597,560289,26132,175273,42496,149701,26837,52326,217,333.5665488403404,0,51,2
91,43,1768919,911694,146955,149649,138099,45925,24607,16807,232,335.90784098786514,0,51,1
2,61,188807,1465225,166481,60607,93186,16417,23637,18256,218,338.28542059933943,0,51,1
46,1,1066075,1711974,123938,102863,142614,196999,70627,97243,135,340.5787847175085,0,51,1
12,56,1125704,1591347,25261,127350,114082,31518,95978,53237,147,341.8399038579188,0,51,1
6,40,892031,1392859,21248,147062,19423,56008,28302,74188,209,343.45726395264927,0,51,1
70,98,1788285,1709561,85951,63336,173993,94754,43936,14285,250,345.06157362683,0,51,1
5,2,586506,1139725,17497,193611,190199,93572,64437,81838,75,345.7710466143592,0,51,2
51,88,829429,1433313,173265,138337,60680,26859,21988,88534,227,347.4343584338391,0,51,1
22,5,485477,331652,188237,147383,144687,197553,93302,96439,139,348.03731807664934,0,51,2
65,55,1267749,1977753,150225,189883,10784,170914,76815,5575,230,348.1135492796727,0,51,2
25,86,958536,1754349,154877,76101,90350,74299,58249,94364,125,349.0448798939745,0,51,1
74,71,456039,1291773,127279,192866,92942,169276,68414,78871,250,351.3703359325059,0,51,1
35,91,1625964,723355,50959,13948,73287,147975,99793,60014,90,352.44770146002406,0,51,1
69,90,1212761,1767969,9635,191345,40935,148392,43868,17558,180,353.00653632698686,0,51,2
79,41,810504,1757499,193884,33879,120010,97154,9191,90114,63,353.17125438782443,0,51,2
70,40,812269,288122,50641,123417,183018,145996,56687,81178,160,355.5676443969807,0,51,1
45,27,1410941,1654034,186657,166117,16093,50455,1187,24406,97,357.35593478680306,0,51,1
82,44,1624456,908091,12278,26044,119177,192693,31900,24170,254,358.1905623224995,0,51,2
10,93,897048,1073216,87564,101393,170697,147755,28306,87730,77,358.7126943909411,0,51,1
77,91,1462660,1855587,108708,132932,52466,171443,87194,7709,108,360.4948855233364,0,51,1
20,94,1683625,1120827,127988,37097,123185,53084,24059,25033,215,361.69322616879174,0,51,1
33,26,596466,332867,82840,13807,20387,91797,84854,98650,160,361.7483927538654,0,51,2
92,70,846987,1563412,56977,74875,192317,166338,84428,13274,223,363.9700516160399,0,51,1
86,67,244718,1437508,117303,36929,196471,146272,81955,85628,150,366.4667785776744,0,51,1
41,82,123484,830841,3754,179826,57713,84622,49196,48517,143,367.2712593525852,0,51,2
37,54,1141128,326877,27559,145694,113915,178177,24659,9188,83,368.5868082333456,0,51,1
92,41,897904,27095,138944,184474,185830,194505,76282,65697,243,370.5335337487331,0,51,1
71,47,1747330,1754784,190028,28844,150727,37847,20131,65903,174,370.95540782653023,0,51,2
13,36,976925,60361,42287,106826,35388,145709,97413,1864,183,372.9554691098312,0,51,1
77,35,1288373,915656,22287,56770,81050,50115,36999,39697,155,373.45799489259997,0,51,2
32,1,743054,49408,144524,142084,148730,52603,10783,89147,196,374.1987247975558,0,51,1
23,14,1619504,1545690,60431,43191,198305,121647,89541,63133,102,375.42166575900086,0,51,1
100,39,1827032,1411095,127471,32329,145213,175797,36234,23272,233,376.3586672020198,0,51,2
69,10,1922574,922860,193067,21360,54190,78139,41600,91240,130,378.074043761353,0,51,1
19,81,1500632,866695,88749,57813,66677,108371,33995,62106,245,380.0911198316405,0,51,1
16,63,1432081,619802,116405,104843,144748,102111,70116,88411,177,380.8534932497584,0,51,2
61,58,1597506,220388,84206,138568,181259,146804,92458,86806,66,383.29379125418745,0,51,1
35,37,849154,979978,174106,5236,116495,179119,70917,84076,221,384.8451612224097,0,51,1
79,31,233859,1954052,3932,19315,20304,175706,57253,40155,119,387.0989066549115,0,51,1
50,30,140325,1447902,87324,59167,18779,166358,78691,54236,216,0.0,1,52,1
65,35,267493,705479,41354,114142,109846,87679,9617,20274,94,1.8588292949058163,1,52,1
3,57,1901422,1513047,171512,70279,68003,81313,74749,82918,117,3.3104951485077168,1,52,1
30,31,1940090,149643,144270,110251,69759,184456,58794,2049,137,5.224500239537901,1,52,1
16,10,1753743,1683368,143878,33025,38170,11365,29504,66873,245,6.710408111924227,1,52,1
33,37,954189,1779798,178468,41664,6279,20844,93582,13617,78,8.835129415935798,1,52,1
58,60,870807,1899128,40806,53748,130218,119699,18134,51957,221,10.494571824682556,1,52,1
96,62,615008,61572,122640,45906,74917,126683,86267,4689,236,11.869985905978348,1,52,1
42,8,942344,1324801,34958,14600,14433,132132,28188,74770,130,13.620299959846033,1,52,1
10,23,58252,27370,198309,77833,44737,103550,95158,30129,72,15.2651665356173,1,52,1
42,59,599204,1320062,187279,82693,123957,116292,3243,94174,81,16.994999940667082,1,52,1
57,5,380522,1033764,78304,67391,42438,85395,34219,4999,205,18.308848305432047,1,52,1
55,62,1387264,298853,29604,65192,51427,48529,14684,62250,141,20.495561559942246,1,52,1
41,28,1994313,410037,73224,164957,55392,187220,80444,21335,94,21.77620515901745,1,52,1
39,71,319565,1358669,46681,76457,56233,69738,79009,72621,106,23.70027135063859,1,52,1
25,59,682370,1631712,157553,108535,170361,58486,7946,22022,66,25.08579617005488,1,52,1
12,61,1191580,449221,11967,169978,122303,199500,1301,72881,181,27.377212967258828,1,52,1
44,78,97279,1024589,84699,8327,141570,196870,11234,44211,236,29.180511645053016,1,52,1
53,30,814789,1899351,56514,133321,127684,45025,29458,82400,85,31.157144354475587,1,52,1
11,92,418838,887997,140929,157192,69144,68627,30132,3630,137,32.85945426077733,1,52,1
17,86,1258058,1964668,8135,84436,24890,148362,76674,2118,229,34.55628241791106,1,52,1
21,5,1448275,587702,175469,16533,183752,31678,93082,14512,240,36.100943185387145,1,52,1
16,42,1811648,1315118,101400,47376,28165,22133,78724,77419,129,37.285245978001484,1,52,1
85,89,193963,1138706,82829,131342,7348,128919,37554,71794,76,39.4432280366127,1,52,1
47,51,1253292,1736694,43640,76870,124179,41279,42786,6746,191,41.571153715023115,1,52,1
34,31,779441,1299899,172684,49620,141886,165812,57105,63841,241,43.25482778494291,1,52,1
7,38,176278,1431989,16230,140368,128232,59861,71078,70396,221,45.45776397641033,1,52,1
74,58,1478041,1280648,110286,145934,79568,102328,25198,64855,205,46.48230379386196,1,52,1
33,44,1210407,389362,121749,21875,157248,26572,84807,1705,143,48.92987413072684,1,52,1
99,62,1207071,1488889,1236,52749,3857,73105,99053,30816,244,50.899903293059815,1,52,1
12,60,1187791,1828980,151108,34842,65796,105851,93523,83627,96,52.17238410421365,1,52,1
56,48,1282264,1066301,59786,64383,96859,194614,70549,77666,179,53.51231877306386,1,52,1
77,19,617536,529703,149303,36486,94052,192191,42117,47951,116,55.86743199725945,1,52,1
41,25,26011,1021301,186424,84495,148114,74027,49302,47360,214,57.010912404745824,1,52,1
3,46,1936702,1611734,64569,19914,119002,130740,85485,64977,171,59.48102037351566,1,52,1
45,43,568766,782026,122939,114262,175700,61078,91227,46083,176,61.720835707321974,1,52,1
69,58,277077,1209921,169231,32944,68569,199876,83717,16611,96,63.625812199431806,1,52,1
47,36,1089609,566230,184208,120565,186485,77385,69024,20037,197,65.92696762267413,1,52,1
2,86,277116,1171099,43674,182312,177501,42702,15575,94611,177,67.53824631221917,1,52,1
100,88,662292,594101,2052,103973,95457,34737,39631,74492,77,69.22097646429182,1,52,1
56,71,1093860,1183352,157469,40721,8855,13869,47812,97278,116,71.39973169094026,1,52,1
